,rider_provider,GrossProfit,GrossMargin,WorkingCapitalRatio,EarningPerShare,DebtToEquityRatio,PEratio,ReturnOfEquity,EBIDTAratio,EvRatio,EVbyEbidta,ChurnRate,GrowthRate,ProfitMargin,RuleOf40,MarketCap,MagicNumber,wce_label,eps_label,de_label,pe_label,roe_label,growth_rate_label,profitm_label,grossm_label,ro40_label,churnrate_label,EVbyEbidta_label,marketCap_label,magicNum_label
1,723531_2021,,,1.2493418654570492,,1.675101763907734,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,
1,723531_2020,,,1.2344078248887485,,1.5916085424606312,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,
1,1590955_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1590955_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1591698_2021,412427000.0,0.6528584431516878,1.08884069552698,1.2971938308239002,3.914654142117292,,14.848929612312078,273439000.0,,,0.0,0.0,0.0,0.0,,0.3229350016872019,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1591698_2020,364202000.0,0.6667777346524792,1.1804292588754666,1.198226502082094,3.5859285125271056,,16.404603622221998,233064000.0,,,0.0,0.0,0.0,0.0,,0.35412889401681225,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1013857_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1013857_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1679826_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1679826_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1725579_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1725579_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,876167_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,876167_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1212458_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1212458_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1392972_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1392972_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,857005_2021,1219444000.0,0.6747851185202851,1.3769213198816346,4.070593958843662,0.38228807123781194,,23.39614848013312,751850000.0,,,0.0,0.0,0.0,0.0,,0.811486860127783,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,857005_2020,935934000.0,0.641747376432634,1.2242890299077502,1.1254682454251883,0.424750799886194,,8.154534019496758,545134000.0,,,0.0,0.0,0.0,0.0,,0.25014306740340797,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1410384_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1410384_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1036188_2021,,,1.381922622629315,0.6368345323741007,0.8728492924184215,,5.3810241696250545,,,,0.0,0.0,0.0,0.0,,0.08825734613789363,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,,,0.0
1,1107843_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1107843_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,892482_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1560327_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1560327_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1046327_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1046327_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1286225_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1286225_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1384905_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1384905_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1167419_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,823546_2021,,,,,,,,,,,-0.0,-0.0,-0.0,-0.0,,,,,,,,0.0,0.0,,0.0,1.0,,,
1,823546_2020,,,0.11146981440659888,,-1.1254541671335052,,200.13605006642445,,,,-0.0,-0.0,-0.0,-0.0,,,0.0,,0.0,,1.0,0.0,0.0,,0.0,1.0,,,
1,1627857_2021,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,1.0,,,
1,1627857_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1108524_2021,15814000000.0,0.7441182006399397,1.2347134476534296,4.430903155603917,0.427252789627166,,9.813703516255753,5893000000.0,,,0.0,0.0,0.0,0.0,,0.748804707613093,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1108524_2020,12863000000.0,0.752310211720669,1.0753115527113506,0.14109742441209405,0.438099454035709,,0.37184594953519257,4532000000.0,,,0.0,0.0,0.0,0.0,,0.02975206611570248,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1019671_2021,13486000.0,0.6130278649029501,2.1257081862221856,,0.04941853387760402,,-8.829114694496969,-9452000.0,,,-0.0,-0.0,-0.0,-0.0,,-2.5559732174321628,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1468666_2021,318867000.0,0.5683559285177012,1.1762383637969696,-3.8e-07,0.32086109463843443,-36421052.631578945,-2.8996755851676145e-06,209332000.0,,,-0.0,-0.0,-0.0,-0.0,968800000.0,-1.0984155562070803e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0
1,1468666_2020,299969000.0,0.542670031568569,1.0969317500136337,,0.3270875813699925,,-5.050262936978738e-06,200622000.0,,,-0.0,-0.0,-0.0,-0.0,,-1.7919587335242646e-07,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1373715_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1373715_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1506439_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1351636_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1764925_2021,,,2.7031191276082387,-0.599054026568613,0.8350788758410768,-70.39431859184748,-35.987604112636305,-161392000.0,,,-0.0,-0.0,-0.0,-0.0,21148001980.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,
1,1764925_2020,,,1.8663749663422702,,0.7335393123686178,,-80.56573693937726,-491087000.0,,,-0.0,-0.0,-0.0,-0.0,,,1.0,,1.0,,0.0,0.0,0.0,,0.0,1.0,,,
1,1366561_2021,299974000.0,0.7781164318712988,1.8145280008319171,-0.9327191794349093,0.3425363381962363,,-12.798681161130318,-34933000.0,,,-0.0,-0.0,-0.0,-0.0,,-1.3441704953296156,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1366561_2020,217982000.0,0.8047120148256436,2.7052049391185045,-0.8117152388215733,0.3027054526954594,,-12.451363887670372,-50874000.0,,,-0.0,-0.0,-0.0,-0.0,,-1.813610586011342,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,948708_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1640147_2021,349461000.0,0.5902568875211343,5.448939771736707,-3.0536550637116626,0.12780723593922685,,-8.729795924976823,-301349000.0,,,-0.0,-0.0,-0.0,-0.0,,-2.222294590004452,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1739942_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1739942_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1029744_2021,24873000.0,0.7072823954275315,1.2417950913242009,0.3399209355172084,0.0657170453586399,,1.4427179549695701,11101000.0,,,0.0,0.0,0.0,0.0,,0.2989119875655722,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1353283_2021,1682040000.0,0.7544861026695703,2.1461775978719104,,0.3751946720933294,,,-232841000.0,,,,,,,,,0.0,,0.0,,,,,1.0,,,,,
1,1353283_2020,1929138000.0,0.817803525841845,2.151050525186391,,0.36799656763566463,,,142651000.0,,,,,,,,,0.0,,0.0,,,,,1.0,,,,,
1,1517375_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1092699_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1092699_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1402436_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1402436_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1643269_2021,,,3.634618766870837,-0.7835076694898716,0.15770261372488958,,-9.683227252007265,-21167000.0,,,-0.0,-0.0,-0.0,-0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,,
1,1739936_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1739936_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1131554_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,883241_2021,3662079000.0,0.8710539692159708,1.1636045650188689,4.949079457997413,0.4557925507876378,,14.305881037638876,1596567000.0,,,0.0,0.0,0.0,0.0,,1.3973370914604677,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
1,883241_2020,3197974000.0,0.8677693776946724,1.1912663171835236,,0.4360598801321432,,13.537646380856355,1414831000.0,,,0.0,0.0,0.0,0.0,,1.3633028050079314,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0
1,1660280_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1660280_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,816761_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,816761_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1671933_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1671933_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1447669_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1447669_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,860731_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,860731_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1810806_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1505155_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1505155_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1361113_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1361113_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1393052_2021,1056141000.0,0.7208814055856755,3.2276269917536373,2.7724368163248827,0.31590949203995905,99.7101172413539,16.76718203960606,786722000.0,,,0.0,0.0,0.0,0.0,37889645131.48,0.9292540496126458,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1,1393052_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1166388_2021,973177000.0,0.7640521156782771,1.0982458040344187,-0.110486065710854,0.9179462174451275,,-0.5733618317912448,524299000.0,,,-0.0,-0.0,-0.0,-0.0,,-0.02418077516903583,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1166388_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1615165_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1082324_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1124610_2021,10475000000.0,0.8902014107249087,1.02694967803482,6.698739022596038,0.9265274555297757,20.578499854227406,22.73781902552204,,,,0.0,0.0,0.0,0.0,42350552700.0,1.5928792569659442,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0
1,1124610_2020,9578000000.0,0.885949495883822,0.6481015110422317,20.88599348534202,1.4729633328577543,7.088961322520275,91.48237979740334,,,,0.0,0.0,0.0,0.0,45454420000.0,5.200324412003244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0
1,1327811_2021,3706084000.0,0.8582879650652756,1.1212831407110742,-0.3897119565217391,0.6846829447975167,-583.8414659656659,-1.1464066139125964,-248599000.0,,,-0.0,-0.0,-0.0,-0.0,41865520000.0,-0.11718515080599824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1,1327811_2020,3050461000.0,0.8409946939876037,1.0421694050388564,-0.7924470588235294,0.5833585288713362,-232.98717301582587,-2.6465825322330985,-502230000.0,,,-0.0,-0.0,-0.0,-0.0,31387100000.0,-0.23357983164136664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0
1,1445305_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1445305_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1803696_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1614178_2021,,,1.4459661517291216,-0.14768224249633913,0.35447513601377784,,-2.4949143859180607,-7928000.0,,,-0.0,-0.0,-0.0,-0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,,
1,1614178_2020,,,1.542543114711262,-0.26398084267619787,0.38510207418774606,,-4.807643929007183,-45923000.0,,,-0.0,-0.0,-0.0,-0.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,,
1,1463172_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1463172_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,855612_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1585521_2021,1829379000.0,0.6899755145268405,3.8039637577521934,3.1163551939991785,0.32635121466796624,,17.41405269989098,1481837000.0,,,0.0,0.0,0.0,0.0,,0.8179136217151325,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1585521_2020,507262000.0,0.8146719386886542,3.2816763023095588,0.16290414527606917,0.40030313822407526,,3.034380047557207,128092000.0,,,0.0,0.0,0.0,0.0,,0.21928836354812992,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1794515_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1713683_2021,,,2.5663568011885505,-1.8896958070704302,0.6367826519045876,,-23.16778160328062,-57495000.0,,,-0.0,-0.0,-0.0,-0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,,,
1,1713683_2020,,,3.731515141507097,-0.8667263979761627,0.5145653577792776,,-13.973712193677137,-18223000.0,,,-0.0,-0.0,-0.0,-0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,,,
1,1423774_2021,174650000.0,0.571835505205946,1.5624717415703442,-0.6658234758871702,0.2959990679029548,,-11.521160334862161,56908000.0,,,-0.0,-0.0,-0.0,-0.0,,-0.5595625908082894,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
1,1423774_2020,141876000.0,0.5139373390278095,1.6108199492814876,-0.8585459262462166,0.29824943679802346,,-15.01763889164012,48516000.0,,,-0.0,-0.0,-0.0,-0.0,,-0.6215037896572541,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0
